Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age,PerformanceScore_enc
3555,2023-01-06,Area Sales Manager,EW,Active,Full-Time,Zone C,Temporary,Sales,General - Eng,11-01-1988,IN,Female,Hispanic,Widowed,Fully Meets,4,2023-01-13,2,5,1,2023-03-04,Leadership Development,External,Passed,4,566.12,35,4
3556,2019-07-18,Area Sales Manager,CCDR,Active,Full-Time,Zone B,Temporary,Sales,Wireline Construction,16-06-1961,CA,Male,White,Single,Exceeds,2,2023-06-11,2,2,3,2023-02-11,Customer Service,Internal,Incomplete,1,513.92,58,5
3557,2019-02-13,Area Sales Manager,BPC,Active,Part-Time,Zone C,Temporary,Sales,Field Operations,06-06-1960,MA,Male,Other,Single,Fully Meets,2,2023-04-20,4,5,2,2023-02-04,Project Management,External,Failed,1,210.38,59,4
3558,2018-12-30,Production Technician I,MSC,Active,Part-Time,Zone A,Part-Time,Production       ,Yard (Material Handling),04-06-1959,MA,Female,Black,Single,Fully Meets,1,2022-10-05,2,5,3,2023-07-18,Technical Skills,Internal,Completed,1,941.54,59,4
3559,2019-11-06,Production Technician I,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,18-11-1991,MA,Male,White,Single,Fully Meets,2,2022-12-27,3,2,1,2022-11-30,Project Management,External,Failed,2,959.81,28,4
3560,2022-06-01,Production Technician I,MSC,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,18-02-1954,MA,Female,Asian,Divorced,Exceeds,4,2023-01-09,2,4,5,2023-05-22,Technical Skills,External,Passed,1,738.92,68,5
3561,2023-03-28,Production Technician II,BPC,Active,Part-Time,Zone C,Temporary,Production       ,General - Con,31-01-1959,MA,Female,White,Married,Fully Meets,5,2022-11-20,2,1,5,2022-09-07,Technical Skills,External,Failed,5,445.04,64,4
3563,2019-01-01,Production Technician I,WBL,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,15-10-1946,MA,Male,Black,Widowed,PIP,4,2023-01-31,4,1,3,2023-04-06,Leadership Development,External,Passed,4,886.9,73,1
3564,2019-01-26,Production Technician II,SVG,Terminated,Full-Time,Zone C,Temporary,Production       ,Aerial,07-11-1994,MA,Female,White,Divorced,Fully Meets,1,2023-03-12,4,4,3,2022-12-10,Technical Skills,External,Incomplete,4,106.14,25,4
3565,2021-09-11,Production Technician I,WBL,Active,Part-Time,Zone B,Full-Time,Production       ,General - Con,10-05-1968,MA,Male,Other,Divorced,Fully Meets,4,2022-09-29,5,5,5,2023-05-06,Project Management,External,Passed,4,684.35,53,4
3566,2021-09-26,Production Technician II,PL,Active,Part-Time,Zone A,Part-Time,Production       ,Aerial,05-10-1963,MA,Male,Black,Single,Fully Meets,2,2023-01-27,1,2,3,2022-09-05,Communication Skills,Internal,Failed,2,578.81,58,4
3567,2023-03-04,Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Production       ,General - Sga,02-09-1966,MA,Male,Asian,Widowed,Fully Meets,4,2023-08-04,2,3,2,2023-06-09,Customer Service,Internal,Completed,5,764.51,57,4
3568,2023-07-11,Production Technician I,EW,Terminated,Full-Time,Zone B,Part-Time,Production       ,Field Operations,08-12-1974,MA,Male,Asian,Divorced,Fully Meets,2,2023-02-07,2,4,1,2022-08-23,Project Management,Internal,Incomplete,2,201.76,49,4
3569,2019-02-09,Production Technician I,MSC,Active,Part-Time,Zone B,Temporary,Production       ,Catv,19-07-1995,MA,Female,Hispanic,Divorced,Fully Meets,2,2022-12-24,1,3,5,2022-11-09,Technical Skills,External,Incomplete,4,730.04,24,4
3570,2019-04-19,Production Technician II,TNS,Terminated,Full-Time,Zone B,Temporary,Production       ,Fielders,23-11-1974,MA,Female,Asian,Married,Fully Meets,1,2023-01-02,2,5,3,2023-03-29,Project Management,External,Failed,2,796.88,45,4
3571,2022-07-07,Production Technician I,NEL,Terminated,Part-Time,Zone C,Full-Time,Production       ,Field Operations,29-08-1947,MA,Female,White,Widowed,Fully Meets,4,2022-11-23,4,1,5,2023-08-04,Project Management,External,Completed,3,834.44,75,4
3572,2019-03-12,Production Technician I,WBL,Active,Contract,Zone A,Part-Time,Production       ,Fielders,07-06-1994,MA,Male,White,Single,Fully Meets,5,2022-12-05,5,5,5,2023-05-19,Leadership Development,Internal,Failed,5,569.17,25,4
3573,2020-03-09,Production Technician I,NEL,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,26-10-1983,MA,Female,Asian,Divorced,Exceeds,4,2022-12-31,4,1,1,2022-10-06,Customer Service,Internal,Completed,4,386.07,37,5
3575,2021-04-28,Production Technician I,MSC,Terminated,Part-Time,Zone A,Temporary,Production       ,Field Operations,05-03-1987,MA,Male,Hispanic,Single,Exceeds,5,2023-06-26,5,1,5,2022-12-12,Technical Skills,Internal,Incomplete,3,583.21,34,5
3576,2021-07-21,Production Technician II,PL,Active,Full-Time,Zone B,Full-Time,Production       ,Engineers,26-04-1992,MA,Female,Asian,Single,Exceeds,4,2023-03-23,2,3,3,2023-02-02,Project Management,External,Completed,5,398.65,29,5
3577,2019-09-15,Production Technician I,BPC,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,30-05-1957,MA,Male,White,Widowed,Fully Meets,4,2022-08-14,5,4,5,2023-01-26,Communication Skills,Internal,Passed,5,931.46,62,4
3578,2019-05-04,Production Technician I,WBL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,30-05-1957,MA,Male,Hispanic,Married,Exceeds,2,2022-10-14,1,4,2,2022-12-01,Project Management,External,Completed,5,115.06,62,5
3579,2021-05-20,Production Technician II,BPC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,15-11-1946,MA,Female,Asian,Widowed,Needs Improvement,4,2023-04-27,5,3,3,2023-04-27,Communication Skills,External,Failed,2,199.82,75,2
3580,2019-12-16,Production Technician I,PYZ,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,21-04-1942,MA,Male,Other,Married,Fully Meets,4,2022-10-21,2,4,3,2022-11-04,Communication Skills,Internal,Failed,5,940.2,77,4
3581,2020-11-20,Production Technician I,SVG,Active,Full-Time,Zone A,Part-Time,Production       ,Wireline Construction,08-03-1943,MA,Male,Other,Divorced,Fully Meets,2,2022-08-29,3,4,4,2023-01-29,Communication Skills,External,Completed,1,122.07,77,4
3582,2020-08-19,Production Technician I,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,Yard (Material Handling),09-08-1968,MA,Male,Asian,Widowed,Fully Meets,4,2022-09-17,2,2,5,2022-09-09,Communication Skills,Internal,Completed,4,875.02,52,4
3583,2021-04-28,Production Technician I,WBL,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,20-11-1958,MA,Female,White,Married,Needs Improvement,4,2023-07-05,4,1,4,2023-03-18,Communication Skills,Internal,Incomplete,4,116.4,63,2
3584,2020-08-14,Production Technician I,BPC,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,07-11-1987,MA,Female,Other,Married,Fully Meets,4,2023-05-28,2,2,5,2022-12-15,Technical Skills,External,Passed,5,341.78,33,4
3585,2021-12-22,Production Technician I,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Yard (Material Handling),16-07-1992,MA,Female,Black,Divorced,Fully Meets,4,2023-01-12,1,2,3,2023-02-14,Communication Skills,Internal,Completed,4,107.48,29,4
3586,2019-02-01,Production Technician I,EW,Active,Part-Time,Zone B,Full-Time,Production       ,People Services,27-12-2000,MA,Female,Hispanic,Single,Fully Meets,2,2023-01-31,4,2,4,2022-09-30,Communication Skills,External,Completed,1,502.7,19,4
3587,2021-05-10,Production Technician I,MSC,Active,Full-Time,Zone B,Temporary,Production       ,General - Eng,25-12-1977,MA,Male,Other,Divorced,Fully Meets,2,2023-05-24,1,2,2,2023-03-22,Leadership Development,External,Completed,5,570.04,44,4
3588,2019-06-25,Production Technician I,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,Shop (Fleet),08-03-1972,MA,Male,Black,Widowed,Fully Meets,2,2023-05-10,4,2,1,2023-03-23,Communication Skills,External,Passed,1,538.83,47,4
3589,2019-04-25,Production Technician I,PL,Active,Contract,Zone B,Temporary,Production       ,Field Operations,02-08-1951,MA,Male,White,Single,Fully Meets,1,2022-09-18,2,3,2,2023-01-07,Communication Skills,Internal,Incomplete,4,881.8,68,4
3593,2020-05-30,Production Technician I,WBL,Active,Contract,Zone A,Full-Time,Production       ,General - Con,11-11-1949,MA,Male,Asian,Married,Fully Meets,1,2022-10-07,4,4,3,2023-06-15,Project Management,Internal,Incomplete,3,258.07,71,4
3594,2018-12-11,Production Technician I,PYZ,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,14-03-1968,MA,Male,Black,Married,Needs Improvement,1,2023-01-23,1,5,1,2023-05-05,Leadership Development,Internal,Passed,5,472.64,50,2
3595,2020-09-22,Production Technician I,WBL,Active,Contract,Zone A,Temporary,Production       ,Engineers,02-03-1952,MA,Male,Other,Divorced,Fully Meets,1,2023-01-19,2,3,1,2023-02-21,Technical Skills,External,Passed,2,252.88,68,4
3596,2019-07-28,Production Technician I,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,Splicing,19-07-1982,MA,Male,Other,Single,Needs Improvement,2,2022-10-19,4,3,4,2022-12-14,Technical Skills,Internal,Incomplete,2,289.68,37,2
3598,2018-09-28,Production Technician II,SVG,Terminated,Part-Time,Zone A,Full-Time,Production       ,Project Management - Eng,06-10-1950,MA,Female,Other,Married,Needs Improvement,1,2023-07-01,2,5,4,2022-10-11,Technical Skills,Internal,Passed,3,373.87,68,2
3599,2020-04-12,Production Technician II,TNS,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,31-03-1950,MA,Female,White,Divorced,Fully Meets,2,2023-03-02,4,4,2,2023-03-02,Leadership Development,Internal,Completed,5,918.86,70,4
3600,2022-11-01,Production Technician II,WBL,Active,Contract,Zone B,Temporary,Production       ,Field Operations,07-10-1949,MA,Female,White,Single,Fully Meets,2,2023-07-04,2,1,4,2022-11-01,Leadership Development,Internal,Passed,4,299.7,73,4
3601,2022-11-21,Production Technician II,BPC,Active,Part-Time,Zone B,Full-Time,Production       ,Wireline Construction,22-07-1966,MA,Female,White,Married,Fully Meets,5,2022-09-01,1,1,2,2023-01-03,Project Management,External,Completed,1,865.58,56,4
3602,2021-04-11,Production Technician II,CCDR,Terminated,Full-Time,Zone B,Part-Time,Production       ,Engineers,12-10-1994,MA,Female,Hispanic,Married,Fully Meets,5,2023-08-04,3,3,3,2023-04-09,Technical Skills,External,Incomplete,1,632.59,27,4
3603,2018-11-29,Production Technician II,EW,Terminated,Full-Time,Zone A,Part-Time,Production       ,Field Operations,15-02-1977,MA,Female,White,Married,Fully Meets,2,2022-10-08,5,1,3,2022-10-02,Technical Skills,External,Incomplete,3,680.48,41,4
3604,2019-01-16,Production Technician II,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,09-03-1948,MA,Female,Hispanic,Divorced,Needs Improvement,4,2022-12-15,3,5,4,2023-03-23,Project Management,External,Failed,3,287.71,71,2
3605,2019-09-18,Production Technician I,CCDR,Active,Contract,Zone C,Temporary,Production       ,Engineers,25-08-1943,MA,Male,Other,Divorced,Fully Meets,4,2023-07-09,5,1,3,2022-11-17,Communication Skills,External,Passed,2,102.92,76,4
3606,2019-08-01,Production Technician I,SVG,Terminated,Part-Time,Zone C,Full-Time,Production       ,Billable Consultants,13-03-1965,MA,Male,Other,Divorced,Fully Meets,3,2023-03-27,3,5,1,2022-10-31,Project Management,Internal,Passed,2,255.6,54,4
3607,2019-06-18,Production Technician I,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,03-08-1976,MA,Male,Other,Married,Fully Meets,5,2023-07-18,2,4,1,2023-05-04,Customer Service,External,Passed,4,321.91,43,4
3608,2019-02-13,Production Technician I,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,06-07-1979,MA,Male,Other,Married,Fully Meets,3,2023-01-12,1,3,1,2023-03-14,Project Management,External,Completed,3,834.12,40,4
3609,2021-06-02,Production Technician I,TNS,Active,Contract,Zone B,Full-Time,Production       ,Shop (Fleet),09-06-1993,MA,Female,Other,Widowed,Fully Meets,3,2022-11-05,2,2,4,2022-09-23,Customer Service,Internal,Passed,4,273.88,28,4
3610,2018-10-11,Production Technician I,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,07-04-1973,MA,Female,Other,Single,Fully Meets,3,2022-12-14,4,5,5,2023-02-15,Customer Service,Internal,Incomplete,4,217.57,45,4
3611,2021-03-09,Production Technician I,WBL,Active,Contract,Zone C,Full-Time,Production       ,Project Management - Con,20-01-1952,MA,Female,Hispanic,Married,Fully Meets,2,2022-09-16,2,3,4,2023-01-07,Customer Service,Internal,Completed,1,482.09,69,4
3612,2022-01-23,Production Technician I,NEL,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,25-12-1984,MA,Male,Black,Single,PIP,4,2023-07-07,5,3,3,2023-07-03,Leadership Development,External,Failed,2,614.11,38,1
3613,2019-02-24,Production Technician I,PL,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,14-06-1973,MA,Male,Asian,Married,Exceeds,1,2022-10-13,1,5,2,2022-10-08,Customer Service,Internal,Incomplete,1,354.22,46,5
3614,2020-01-08,Production Technician I,BPC,Active,Contract,Zone B,Temporary,Production       ,Project Management - Con,31-08-1973,MA,Male,White,Married,Fully Meets,2,2023-07-04,4,5,1,2023-06-04,Leadership Development,External,Passed,3,868.85,47,4
3616,2022-02-12,Production Technician I,SVG,Active,Contract,Zone C,Full-Time,Production       ,General - Con,24-03-1981,MA,Female,Hispanic,Married,Fully Meets,4,2023-08-04,1,1,1,2023-01-30,Customer Service,Internal,Incomplete,4,134.93,41,4
3617,2023-02-01,Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Production       ,Wireline Construction,18-02-1961,MA,Female,Hispanic,Married,Fully Meets,1,2023-02-26,2,3,3,2023-04-09,Customer Service,Internal,Completed,5,531.1,62,4
3618,2023-02-04,Production Technician I,MSC,Active,Part-Time,Zone B,Temporary,Production       ,Splicing,05-05-1944,MA,Male,Black,Married,Fully Meets,3,2022-12-06,3,4,5,2022-12-26,Leadership Development,External,Passed,3,609.3,79,4
3619,2023-03-23,Production Technician I,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,17-03-1984,MA,Male,Asian,Married,Fully Meets,3,2023-04-30,1,5,2,2022-11-10,Project Management,Internal,Passed,2,656.68,39,4
3620,2023-03-22,Production Technician I,PYZ,Active,Part-Time,Zone A,Temporary,Production       ,General - Eng,12-10-1994,MA,Male,Hispanic,Married,Fully Meets,2,2022-08-29,1,2,2,2022-12-20,Technical Skills,Internal,Completed,3,654.22,29,4
3621,2018-11-28,Production Technician I,WBL,Active,Contract,Zone A,Full-Time,Production       ,Wireless,09-09-1997,MA,Male,White,Married,Fully Meets,2,2023-06-23,2,3,2,2023-07-15,Leadership Development,External,Passed,3,879.89,21,4
3622,2020-07-09,Production Technician II,SVG,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,16-10-1995,MA,Female,Hispanic,Divorced,Fully Meets,3,2023-07-26,3,1,5,2023-05-11,Project Management,External,Completed,1,977.23,25,4
3623,2019-02-11,Production Technician II,EW,Active,Part-Time,Zone A,Full-Time,Production       ,Engineers,25-04-1958,MA,Female,Asian,Divorced,Fully Meets,3,2022-12-04,2,2,5,2023-08-03,Project Management,External,Completed,2,763.37,61,4
3624,2020-01-09,Production Technician II,MSC,Active,Part-Time,Zone B,Part-Time,Production       ,Technology / It,04-02-1996,MA,Female,Asian,Married,Fully Meets,4,2023-01-09,2,2,2,2023-04-05,Communication Skills,External,Passed,5,962.13,24,4
3625,2021-11-11,Production Technician II,TNS,Terminated,Contract,Zone B,Part-Time,Production       ,Engineers,14-12-1975,MA,Female,Asian,Single,Fully Meets,5,2022-08-28,5,2,4,2023-03-26,Technical Skills,External,Incomplete,2,617.27,46,4
3626,2021-05-15,Production Technician II,PYZ,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,28-10-1993,MA,Female,Asian,Single,Fully Meets,2,2023-02-24,2,5,1,2022-09-25,Communication Skills,Internal,Failed,2,559.78,28,4
3627,2019-08-21,Production Technician II,WBL,Terminated,Contract,Zone C,Full-Time,Production       ,Field Operations,23-02-1967,MA,Female,Black,Married,Fully Meets,3,2023-01-29,1,1,4,2022-08-30,Leadership Development,Internal,Incomplete,5,113.89,52,4
3628,2020-09-18,Production Technician II,NEL,Active,Contract,Zone B,Part-Time,Production       ,Engineers,27-01-1946,MA,Female,Hispanic,Married,Fully Meets,3,2023-05-27,4,3,1,2022-09-25,Leadership Development,Internal,Incomplete,4,858.62,74,4
3629,2022-08-27,Production Technician I,NEL,Terminated,Contract,Zone B,Full-Time,Production       ,Field Operations,26-11-1983,MA,Male,Black,Divorced,Fully Meets,5,2022-11-18,2,4,4,2023-07-30,Technical Skills,Internal,Incomplete,1,343.76,39,4
3630,2019-02-23,Production Technician I,MSC,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,07-05-1965,MA,Male,Other,Widowed,Fully Meets,5,2022-10-19,5,3,2,2022-09-24,Technical Skills,Internal,Failed,5,507.58,54,4
3631,2022-08-08,Production Technician I,EW,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,28-04-1947,MA,Male,Other,Divorced,Fully Meets,3,2023-02-10,4,1,5,2023-04-10,Customer Service,Internal,Completed,1,691.12,75,4
3632,2022-09-24,Production Technician I,CCDR,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,03-10-1945,MA,Male,Asian,Married,Fully Meets,3,2023-02-27,3,4,5,2023-06-23,Technical Skills,Internal,Completed,2,174.85,77,4
3633,2022-03-21,Production Technician I,BPC,Active,Contract,Zone B,Temporary,Production       ,Aerial,24-03-1987,MA,Female,Hispanic,Single,Fully Meets,5,2022-11-04,4,4,4,2022-12-01,Communication Skills,Internal,Incomplete,3,699.39,35,4
3634,2023-06-23,Production Technician I,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,General - Sga,26-04-1962,MA,Female,Other,Married,Fully Meets,5,2023-06-25,2,5,2,2022-09-15,Technical Skills,External,Incomplete,3,254.68,61,4
3635,2020-10-26,Production Technician I,WBL,Active,Part-Time,Zone C,Part-Time,Production       ,Yard (Material Handling),12-03-1978,MA,Female,Hispanic,Single,Fully Meets,4,2022-10-07,1,5,4,2023-06-13,Technical Skills,External,Failed,2,534.55,42,4
3636,2020-01-29,Production Technician I,NEL,Active,Contract,Zone B,Temporary,Production       ,Catv,13-03-1982,MA,Male,Asian,Divorced,Fully Meets,3,2022-12-08,3,5,3,2022-08-26,Communication Skills,External,Passed,3,795.72,38,4
3637,2022-04-23,Production Technician I,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Aerial,17-04-1995,MA,Male,Asian,Divorced,Fully Meets,3,2023-05-07,2,1,3,2023-03-21,Project Management,External,Completed,4,977.23,27,4
3638,2023-06-15,Production Technician I,BPC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,10-12-1978,MA,Male,Hispanic,Single,Fully Meets,3,2023-05-15,4,5,1,2023-01-01,Customer Service,Internal,Completed,3,370.79,45,4
3640,2023-01-07,Production Technician I,SVG,Active,Contract,Zone A,Temporary,Production       ,Field Operations,21-09-2000,MA,Female,Asian,Divorced,Fully Meets,3,2023-07-25,2,1,2,2023-01-31,Communication Skills,External,Passed,1,699.48,23,4
3643,2020-04-16,Production Technician I,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,Catv,22-03-1961,MA,Male,Asian,Single,Fully Meets,3,2023-06-18,1,5,3,2023-03-27,Leadership Development,Internal,Completed,4,712.43,59,4
3644,2022-06-16,Production Technician I,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,24-06-1986,MA,Male,Black,Married,Fully Meets,3,2022-11-11,4,4,4,2023-02-06,Technical Skills,Internal,Incomplete,1,504.66,36,4
3645,2019-07-22,Production Technician I,WBL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,16-09-1977,MA,Male,Asian,Single,Fully Meets,3,2023-06-08,1,3,3,2023-05-06,Leadership Development,External,Incomplete,5,398.36,42,4
3646,2023-04-22,Production Technician II,SVG,Active,Part-Time,Zone A,Full-Time,Production       ,Splicing,01-01-1968,MA,Female,Hispanic,Widowed,Fully Meets,3,2023-07-30,5,4,4,2023-07-22,Communication Skills,External,Failed,4,533.61,55,4
3647,2020-12-28,Production Technician II,EW,Terminated,Part-Time,Zone A,Part-Time,Production       ,Engineers,24-07-1966,MA,Female,Black,Single,Fully Meets,3,2022-12-28,2,4,4,2022-08-10,Technical Skills,Internal,Completed,4,199.55,54,4
3648,2022-02-23,Production Technician II,MSC,Active,Contract,Zone A,Full-Time,Production       ,Aerial,27-06-1948,MA,Female,Other,Divorced,Exceeds,4,2022-09-28,3,3,5,2023-02-26,Leadership Development,Internal,Completed,2,325.78,74,5
3649,2022-08-13,Production Technician II,TNS,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,06-06-1968,MA,Female,White,Married,Exceeds,4,2022-09-08,1,2,2,2022-12-18,Leadership Development,External,Completed,4,336.33,54,5
3650,2019-10-03,Production Technician II,PYZ,Terminated,Full-Time,Zone B,Part-Time,Production       ,Field Operations,25-12-1991,MA,Female,White,Divorced,Fully Meets,3,2023-06-30,3,2,4,2023-01-09,Communication Skills,External,Passed,4,242.71,28,4
3651,2019-10-14,Production Technician II,WBL,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,19-01-1991,MA,Female,White,Single,Fully Meets,3,2022-10-25,1,4,1,2023-05-14,Leadership Development,Internal,Failed,4,651.28,28,4
